,Unnamed: 0,SN,band,jd,mag,error,survey,normmag,trel
38,38,GW170817,r,57873.118,20.71,,Prompt5,3.5700000000000003,-109.9320000000007
39,39,GW170817,r,57874.115,20.6,,Prompt5,3.460000000000001,-108.93500000000495
40,40,GW170817,r,57876.165,20.76,,Prompt5,3.620000000000001,-106.88500000000204
41,41,GW170817,r,57877.09400000001,20.55,,Prompt5,3.41,-105.95599999999104
42,42,GW170817,r,57878.106,20.3,,Prompt5,3.16,-104.94400000000314
43,43,GW170817,r,57879.07700000001,20.25,,Prompt5,3.1099999999999994,-103.97299999999086
44,44,GW170817,r,57888.262,19.79,,Prompt5,2.6499999999999986,-94.78800000000047
45,45,GW170817,r,57889.251,19.88,,Prompt5,2.7399999999999984,-93.79900000000634
46,46,GW170817,r,57890.296,19.61,,Prompt5,2.469999999999999,-92.75400000000081
47,47,GW170817,r,57893.0,19.88,,Prompt5,2.7399999999999984,-90.05000000000291
48,48,GW170817,r,57894.06200000001,20.27,,Prompt5,3.129999999999999,-88.98799999999028
49,49,GW170817,r,57895.045,20.65,,Prompt5,3.509999999999998,-88.00500000000466
50,50,GW170817,r,57901.215,19.69,,Prompt5,2.5500000000000007,-81.8350000000064
51,51,GW170817,r,57902.048,20.16,,Prompt5,3.0199999999999996,-81.00200000000041
52,52,GW170817,r,57903.047,20.12,,Prompt5,2.9800000000000004,-80.00300000000425
53,53,GW170817,r,57904.044,20.7,,Prompt5,3.5599999999999987,-79.00600000000122
54,54,GW170817,r,57905.042,20.45,,Prompt5,3.3099999999999987,-78.00800000000163
55,55,GW170817,r,57906.011,20.24,,Prompt5,3.099999999999998,-77.03900000000431
56,56,GW170817,r,57906.998,20.06,,Prompt5,2.919999999999998,-76.05200000000332
57,57,GW170817,r,57923.145,20.61,,Prompt5,3.469999999999999,-59.90500000000611
58,58,GW170817,r,57923.981,19.65,,Prompt5,2.509999999999998,-59.06900000000314
59,59,GW170817,r,57961.099,19.84,,Prompt5,2.6999999999999993,-21.95100000000093
60,60,GW170817,C,57961.995,19.676,,,19.676,57961.995
61,61,GW170817,r,57961.995,19.36,,Prompt5,2.219999999999999,-21.05500000000029
62,62,GW170817,V,57982.9613611,15.5,,MASTER,15.5,57982.9613611
63,63,GW170817,i,57982.98,17.3,,,0.31599999999999895,-0.06999999999970896
64,64,GW170817,i,57982.9814,17.48,0.02,Swope,0.49599999999999866,-0.0686000000059721
65,65,GW170817,H,57982.9902,18.26,0.15,Magellan,18.26,57982.9902
66,66,GW170817,C,57982.99199069999,17.3335,0.06,,17.3335,57982.99199069999
67,67,GW170817,r,57982.993,17.46,0.03,Prompt5,0.3200000000000003,-0.05700000000069849
68,68,GW170817,Ks,57982.999,18.62,0.05,VISTA,18.62,57982.999
69,69,GW170817,J,57983.0,17.83,0.15,Magellan,17.83,57983.0
70,70,GW170817,V,57983.0,17.35,0.02,Magellan,17.35,57983.0
71,71,GW170817,r,57983.0,17.33,,Magellan,0.18999999999999773,-0.05000000000291038
72,72,GW170817,z,57983.0,17.67,0.03,Magellan,0.8160000000000025,-0.05000000000291038
73,73,GW170817,W,57983.0014537,17.5,0.2,MASTER,17.5,57983.0014537
74,74,GW170817,i,57983.003059500006,17.480130787100002,0.02529849344005,,0.49613078710000025,-0.04694049999670824
75,75,GW170817,z,57983.0037414,17.5902045028,0.02912213500222,,0.7362045027999997,-0.04625859999941895
76,76,GW170817,g,57983.0057,17.41,0.02,Magellan,0.129999999999999,-0.3952999999964959
77,77,GW170817,J,57983.00900000001,17.88,0.03,VISTA,17.88,57983.00900000001
78,78,GW170817,g,57983.0106,17.41,0.04,Magellan,0.129999999999999,-0.39039999999658903
79,79,GW170817,w,57983.011,17.49,0.04,LCO 1m,17.49,57983.011
80,80,GW170817,g,57983.0141,17.39,0.02,Magellan,0.10999999999999943,-0.386899999997695
81,81,GW170817,W,57983.0147755,17.1,0.2,MASTER,17.1,57983.0147755
82,82,GW170817,I,57983.018251,17.08,0.02,Magellan,17.08,57983.018251
83,83,GW170817,R,57983.018251,17.15,0.01,Magellan,17.15,57983.018251
84,84,GW170817,V,57983.018251,17.33,0.02,Magellan,17.33,57983.018251
85,85,GW170817,i,57983.018251,17.47,0.02,Magellan,0.4859999999999971,-0.03174900000158232
86,86,GW170817,Y,57983.019,17.46,0.01,VISTA,17.46,57983.019
87,87,GW170817,r,57983.028,17.56,0.04,Prompt5,0.41999999999999815,-0.02200000000448199
88,88,GW170817,Ks,57983.029,18.64,0.06,VISTA,18.64,57983.029
89,89,GW170817,Ks,57983.03,18.41,0.15,Magellan,18.41,57983.03
90,90,GW170817,J,57983.039,17.82,0.03,VISTA,17.82,57983.039
91,91,GW170817,g,57983.05,17.32,0.07,REM,0.03999999999999915,-0.35099999999511056
92,92,GW170817,i,57983.05,16.984,0.05,REM,0.0,0.0
93,93,GW170817,r,57983.05,17.14,0.08,REM,0.0,0.0
94,94,GW170817,z,57983.05,16.854,0.1,REM,0.0,0.0
95,95,GW170817,Ks,57983.059,18.42,0.04,Gemini-S,18.42,57983.059
96,96,GW170817,B,57983.059977,17.63,,Magellan,17.63,57983.059977
97,97,GW170817,I,57983.059977,17.12,0.02,Magellan,17.12,57983.059977
98,98,GW170817,R,57983.059977,17.17,0.01,Magellan,17.17,57983.059977
99,99,GW170817,V,57983.059977,17.35,0.02,Magellan,17.35,57983.059977
100,100,GW170817,i,57983.059977,17.51,0.02,Magellan,0.5259999999999998,0.009976999994250946
101,101,GW170817,r,57983.059977,17.34,0.01,Magellan,0.1999999999999993,0.009976999994250946
102,102,GW170817,z,57983.059977,17.59,,Magellan,0.7360000000000007,0.009976999994250946
103,103,GW170817,M2,57983.155719,21.12,,Swift,21.12,57983.155719
104,104,GW170817,W1,57983.162919,19.46,,Swift,19.46,57983.162919
105,105,GW170817,U,57983.16719907407,18.2024703,0.08934450000000001,Swift,18.2024703,57983.16719907407
106,106,GW170817,U,57983.167219,18.19,,Swift,18.19,57983.167219
107,107,GW170817,W2,57983.17161900001,21.13,,Swift,21.13,57983.17161900001
108,108,GW170817,z,57983.22900000001,17.4,0.01,Subaru,0.5459999999999994,0.1790000000037253
109,109,GW170817,i,57983.23125,17.24,0.06,PAN-STARRS,0.2559999999999967,0.18124999999417923
110,110,GW170817,y,57983.23125,17.38,0.1,PAN-STARRS,17.38,57983.23125
111,111,GW170817,z,57983.23125,17.26,0.06,PAN-STARRS,0.40600000000000236,0.18124999999417923
112,112,GW170817,y,57983.23199069999,17.28,0.13,PS1,17.28,57983.23199069999
113,113,GW170817,w,57983.38200000001,17.31,0.04,LCO 1m,17.31,57983.38200000001
114,114,GW170817,i,57983.38678241,17.42,0.05,skymapper,0.43599999999999994,0.3367824099987047
115,115,GW170817,g,57983.401,17.28,0.12,LCO 1m,0.0,0.0
116,116,GW170817,r,57983.405,17.2,0.02,LCO 1m,0.05999999999999872,0.35499999999592546
117,117,GW170817,r,57983.41925926,17.32,0.07,skymapper,0.17999999999999972,0.3692592599982163
118,118,GW170817,g,57983.42064815,17.46,0.08,skymapper,0.17999999999999972,0.019648150002467446
119,119,GW170817,U,57983.509444444455,18.9034076,0.1656082,Swift,18.9034076,57983.509444444455
120,120,GW170817,i,57983.54987027,17.14,0.13,AST3-2,0.1559999999999988,0.49987026999588124
121,121,GW170817,W1,57983.56921900001,20.21,,Swift,20.21,57983.56921900001
122,122,GW170817,U,57983.57148148147,18.980041,0.16237120000000002,Swift,18.980041,57983.57148148147
123,123,GW170817,U,57983.571619,19.0,,Swift,19.0,57983.571619
124,124,GW170817,W2,57983.57541900001,21.45,,Swift,21.45,57983.57541900001
125,125,GW170817,M2,57983.593719,22.52,,Swift,22.52,57983.593719
126,126,GW170817,i,57983.594378400005,17.48,0.07,AST3-2,0.49599999999999866,0.5443784000017331
127,127,GW170817,i,57983.62518802,17.58,0.09,AST3-2,0.5959999999999965,0.5751880199968582
128,128,GW170817,H,57983.699,17.64,0.04,IRSF,17.64,57983.699
129,129,GW170817,J,57983.699,17.51,0.03,IRSF,17.51,57983.699
130,130,GW170817,Ks,57983.699,17.91,0.05,IRSF,17.91,57983.699
131,131,GW170817,W,57983.71711340001,17.3,0.2,MASTER,17.3,57983.71711340001
132,132,GW170817,B,57983.71851900001,18.47,0.11,SAAO,18.47,57983.71851900001
133,133,GW170817,I,57983.71851900001,17.58,0.1,SAAO,17.58,57983.71851900001
134,134,GW170817,R,57983.71851900001,17.65,0.05,SAAO,17.65,57983.71851900001
135,135,GW170817,V,57983.71851900001,17.81,0.04,SAAO,17.81,57983.71851900001
136,136,GW170817,R,57983.7264884,17.0,0.2,MASTER,17.0,57983.7264884
137,137,GW170817,w,57983.733,17.95,0.04,LCO 1m,17.95,57983.733
138,138,GW170817,B,57983.7360602,18.1,0.1,MASTER,18.1,57983.7360602
139,139,GW170817,r,57983.741,17.75,0.02,LCO 1m,0.6099999999999994,0.690999999998894
140,140,GW170817,g,57983.745,18.05,0.12,LCO 1m,0.7699999999999996,0.3440000000045984
141,141,GW170817,r,57983.75833,17.89,0.03,,0.75,0.7083299999940209
142,142,GW170817,V,57983.96400000001,18.22,0.08,NTT,18.22,57983.96400000001
143,143,GW170817,g,57983.968,18.431,0.057,T80S,1.1509999999999998,0.5670000000027358
144,144,GW170817,w,57983.968,18.23,0.04,LCO 1m,18.23,57983.968
145,145,GW170817,V,57983.9687,18.16,0.05,NTT,18.16,57983.9687
146,146,GW170817,H,57983.96875,17.64,0.08,LaSilla,17.64,57983.96875
147,147,GW170817,J,57983.96875,17.58,0.07,LaSilla,17.58,57983.96875
148,148,GW170817,K,57983.96875,17.85,0.15,LaSilla,17.85,57983.96875
149,149,GW170817,g,57983.96875,18.49,0.04,LaSilla,1.2099999999999973,0.5677500000019791
150,150,GW170817,i,57983.96875,17.85,0.05,LaSilla,0.8659999999999997,0.9187499999970896
151,151,GW170817,r,57983.96875,17.99,0.01,LaSilla,0.8499999999999979,0.9187499999970896
152,152,GW170817,z,57983.96875,17.72,0.03,LaSilla,0.8659999999999997,0.9187499999970896
153,153,GW170817,r,57983.96900000001,17.69,0.02,VLT,0.5500000000000007,0.919000000008964
154,154,GW170817,V,57983.9701,18.13,0.08,NTT,18.13,57983.9701
155,155,GW170817,i,57983.972,17.88,0.1,LCO 1m,0.8959999999999972,0.9219999999986612
156,156,GW170817,g,57983.9737,18.507,0.039,T80S,1.2270000000000003,0.5727000000042608
157,157,GW170817,g,57983.9748,18.481,0.037000000000000005,T80S,1.2010000000000005,0.5738000000055763
158,158,GW170817,g,57983.9759,18.615,0.043,T80S,1.3349999999999973,0.5748999999996158
159,159,GW170817,r,57983.976,17.98,0.08,LCO 1m,0.8399999999999999,0.9259999999994761
160,160,GW170817,Y,57983.976350699995,17.3152541007,0.025659540104610003,,17.3152541007,57983.976350699995
161,161,GW170817,z,57983.9768,17.62,0.06,Magellan,0.7660000000000018,0.9267999999938183
162,162,GW170817,z,57983.9770265,17.592973982,0.02197152849233,,0.738973982000001,0.9270264999940991
163,163,GW170817,r,57983.9771,17.925,0.022,T80S,0.7850000000000001,0.9270999999935157
164,164,GW170817,i,57983.97771490001,17.7848867885,0.02151655145699,,0.800886788499998,0.9277149000045029
165,165,GW170817,r,57983.9782,17.965999999999994,0.024,T80S,0.8259999999999934,0.9281999999948312
166,166,GW170817,r,57983.97839990001,18.0406133217,0.023977895134540003,,0.9006133216999999,0.9283999000035692
167,167,GW170817,z,57983.9784,17.61,0.06,Magellan,0.7560000000000002,0.9283999999970547
168,168,GW170817,z,57983.97900000001,17.61,0.06,Magellan,0.7560000000000002,0.9290000000037253
169,169,GW170817,g,57983.9790744,18.6643835894,0.02786234183509,,1.3843835893999987,0.5780744000003324
170,170,GW170817,r,57983.9792,17.937,0.024,T80S,0.7970000000000006,0.9291999999986729
171,171,GW170817,u,57983.9797554,19.939139444000002,0.0548237969632,,0.0,0.0
172,172,GW170817,i,57983.9798,17.77,0.03,Magellan,0.7859999999999978,0.9297999999980675
173,173,GW170817,I,57983.98,17.664,0.064,REM,17.664,57983.98
174,174,GW170817,g,57983.98,18.61,0.14,LCO 1m,1.3299999999999983,0.5790000000051805
175,175,GW170817,r,57983.98,17.675,0.134,REM,0.5350000000000001,0.930000000000291
176,176,GW170817,z,57983.98,17.611,0.098,REM,0.7570000000000014,0.930000000000291
177,177,GW170817,i,57983.9804,17.743,0.029,T80S,0.7589999999999968,0.9303999999974621
178,178,GW170817,r,57983.9806,17.91,0.03,Magellan,0.7699999999999996,0.9305999999996857
179,179,GW170817,Ks,57983.981,17.61,0.04,Magellan,17.61,57983.981
180,180,GW170817,J,57983.9813,17.47,0.01,Magellan,17.47,57983.9813
181,181,GW170817,g,57983.9814,18.61,0.03,Magellan,1.3299999999999983,0.5803999999989173
182,182,GW170817,i,57983.9815,17.803,0.025,T80S,0.8189999999999991,0.9314999999987776
183,183,GW170817,i,57983.9826,17.809,0.026,T80S,0.8249999999999993,0.9326000000000931
184,184,GW170817,B,57983.9829,19.04,0.06,Magellan,19.04,57983.9829
185,185,GW170817,g,57983.984,18.582,0.031,T80S,1.3019999999999996,0.5829999999987194
186,186,GW170817,B,57983.9843,19.04,0.07,Magellan,19.04,57983.9843
187,187,GW170817,g,57983.9851,18.547,0.03,T80S,1.2669999999999995,0.5841000000000349
188,188,GW170817,g,57983.9862,18.607,0.038,T80S,1.3269999999999982,0.5852000000013504
189,189,GW170817,r,57983.9874,17.945999999999994,0.02,T80S,0.8059999999999938,0.9373999999952503
190,190,GW170817,g,57983.9875,18.66,0.03,Magellan,1.379999999999999,0.5865000000048894
191,191,GW170817,r,57983.9885,17.983,0.024,T80S,0.843,0.9384999999965657
192,192,GW170817,B,57983.98851900001,19.09,0.11,CTIO,19.09,57983.98851900001
193,193,GW170817,I,57983.98851900001,17.77,0.09,CTIO,17.77,57983.98851900001
194,194,GW170817,R,57983.98851900001,17.94,0.05,CTIO,17.94,57983.98851900001
195,195,GW170817,V,57983.98851900001,18.28,0.04,CTIO,18.28,57983.98851900001
196,196,GW170817,J,57983.989,17.45,0.01,VISTA,17.45,57983.989
197,197,GW170817,Ks,57983.989,17.77,0.02,VISTA,17.77,57983.989
198,198,GW170817,r,57983.9895,17.987000000000005,0.026,T80S,0.8470000000000049,0.9395000000004075
199,199,GW170817,H,57983.9902,17.52,0.01,Magellan,17.52,57983.9902
200,200,GW170817,i,57983.9908,17.776,0.021,T80S,0.791999999999998,0.9407999999966705
201,201,GW170817,r,57983.991,18.0,0.06,Prompt5,0.8599999999999994,0.940999999998894
202,202,GW170817,I,57983.99139700001,17.31,,Magellan,17.31,57983.99139700001
203,203,GW170817,R,57983.99139700001,17.67,0.01,Magellan,17.67,57983.99139700001
204,204,GW170817,V,57983.99139700001,18.18,0.01,Magellan,18.18,57983.99139700001
205,205,GW170817,g,57983.99139700001,18.64,0.02,Magellan,1.3599999999999994,0.5903970000144909
206,206,GW170817,i,57983.99139700001,17.78,0.02,Magellan,0.7959999999999994,0.9413970000096015
207,207,GW170817,r,57983.99139700001,17.92,0.01,Magellan,0.7800000000000011,0.9413970000096015
208,208,GW170817,i,57983.9918,17.793,0.024,T80S,0.8089999999999975,0.9418000000005122
209,209,GW170817,i,57983.9929,17.795,0.025,T80S,0.8109999999999999,0.9428999999945518
210,210,GW170817,g,57983.9942,18.653,0.034,T80S,1.3729999999999976,0.5932000000029802
211,211,GW170817,V,57983.9948,18.22,0.04,Swope,18.22,57983.9948
212,212,GW170817,g,57983.9953,18.604,0.038,T80S,1.323999999999998,0.5943000000042957
213,213,GW170817,g,57983.9963,18.632,0.037000000000000005,T80S,1.3520000000000003,0.5953000000008615
214,214,GW170817,r,57983.9975,18.025,0.026,T80S,0.884999999999998,0.9474999999947613
215,215,GW170817,r,57983.9986,18.017,0.023,T80S,0.8769999999999989,0.9485999999960768
216,216,GW170817,Y,57983.999,17.23,0.01,VISTA,17.23,57983.999
217,217,GW170817,r,57983.9997,18.041,0.022,T80S,0.9009999999999998,0.9496999999973923
218,218,GW170817,r,57984.0,17.951,0.02,VLT,0.8109999999999999,0.9499999999970896
219,219,GW170817,z,57984.0,17.654,0.07,VLT,0.8000000000000007,0.9499999999970896
220,220,GW170817,H,57984.000219907415,17.630000000000006,0.1,,17.630000000000006,57984.000219907415
221,221,GW170817,i,57984.0009,17.743,0.024,T80S,0.7589999999999968,0.9508999999961816
222,222,GW170817,i,57984.002,17.855999999999995,0.028,T80S,0.8719999999999928,0.9519999999974971
223,223,GW170817,J1,57984.0022,17.32,0.01,Magellan,17.32,57984.0022
224,224,GW170817,i,57984.0031,17.847,0.025,T80S,0.8629999999999995,0.9530999999988126
225,225,GW170817,g,57984.0043,18.693,0.036000000000000004,T80S,1.4130000000000003,0.6033000000024913
226,226,GW170817,g,57984.0054,18.666,0.03,T80S,1.3859999999999992,0.6044000000038068
227,227,GW170817,g,57984.0065,18.623,0.036000000000000004,T80S,1.343,0.6055000000051223
228,228,GW170817,r,57984.0077,18.008,0.02,T80S,0.8679999999999986,0.9576999999990221
229,229,GW170817,r,57984.0088,18.008,0.023,T80S,0.8679999999999986,0.9588000000003376
230,230,GW170817,r,57984.0099,18.069000000000006,0.027000000000000003,T80S,0.9290000000000056,0.9598999999943771
231,231,GW170817,r,57984.01,18.29,0.06,Prompt5,1.1499999999999986,0.9599999999991269
232,232,GW170817,V,57984.0105,18.14,0.04,NTT,18.14,57984.0105
233,233,GW170817,i,57984.011,17.825,0.033,T80S,0.8409999999999975,0.9609999999956926
234,234,GW170817,V,57984.0118,18.16,0.06,NTT,18.16,57984.0118
235,235,GW170817,i,57984.0121,17.772000000000006,0.025,T80S,0.7880000000000038,0.9620999999970081
236,236,GW170817,V,57984.0129,18.18,0.04,NTT,18.18,57984.0129
237,237,GW170817,i,57984.0132,17.866,0.032,T80S,0.8819999999999979,0.9631999999983236
238,238,GW170817,g,57984.0145,18.683,0.035,T80S,1.4029999999999987,0.6134999999994761
239,239,GW170817,g,57984.0156,18.667,0.038,T80S,1.3870000000000005,0.6146000000007916
240,240,GW170817,g,57984.0166,18.568,0.03,T80S,1.2880000000000003,0.6156000000046333
241,241,GW170817,r,57984.0178,18.029,0.024,T80S,0.8889999999999993,0.9677999999985332
242,242,GW170817,r,57984.0189,18.053,0.03,T80S,0.9130000000000003,0.9688999999998487
243,243,GW170817,r,57984.02,18.041,0.022,T80S,0.9009999999999998,0.9699999999938882
244,244,GW170817,i,57984.0212,17.831,0.029,T80S,0.8469999999999978,0.9711999999999534
245,245,GW170817,i,57984.0223,17.898,0.031,T80S,0.9139999999999979,0.972299999993993
246,246,GW170817,i,57984.0233,17.88,0.033,T80S,0.8959999999999972,0.9732999999978347
247,247,GW170817,U,57984.03061900001,20.79,,Swift,20.79,57984.03061900001
248,248,GW170817,B,57984.0342,19.07,0.04,Swope,19.07,57984.0342
249,249,GW170817,i,57984.0438,17.8,0.02,Swope,0.815999999999999,0.9937999999965541
250,250,GW170817,V,57984.0461,18.25,0.06,NTT,18.25,57984.0461
251,251,GW170817,V,57984.0471,18.18,0.1,NTT,18.18,57984.0471
252,252,GW170817,r,57984.0472,17.98,0.02,Swope,0.8399999999999999,0.9971999999979744
253,253,GW170817,U,57984.0481,20.11,0.23,NTT,20.11,57984.0481
254,254,GW170817,U,57984.04811,20.25,0.29,NTT,20.25,57984.04811
255,255,GW170817,U,57984.052,20.21,0.28,NTT,20.21,57984.052
256,256,GW170817,M2,57984.05221900001,22.07,,Swift,22.07,57984.05221900001
257,257,GW170817,g,57984.0548,18.49,0.12,Swope,1.2099999999999973,0.6538000000000466
258,258,GW170817,U,57984.0559,20.1,0.28,NTT,20.1,57984.0559
259,259,GW170817,W1,57984.05781900001,21.2,,Swift,21.2,57984.05781900001
260,260,GW170817,z,57984.22900000001,17.74,0.01,Subaru,0.8859999999999992,1.1790000000037253
261,261,GW170817,i,57984.23125,17.87,0.06,PAN-STARRS,0.8859999999999992,1.1812499999941792
262,262,GW170817,y,57984.23125,17.58,0.11,PAN-STARRS,17.58,57984.23125
263,263,GW170817,z,57984.23125,17.78,0.07,PAN-STARRS,0.9260000000000019,1.1812499999941792
264,264,GW170817,g,57984.309,18.8,0.07,B&C,1.5199999999999996,0.908000000003085
265,265,GW170817,i,57984.309,18.19,0.06,B&C,1.2059999999999995,1.2589999999981956
266,266,GW170817,r,57984.309,18.26,0.04,B&C,1.120000000000001,1.2589999999981956
267,267,GW170817,w,57984.357,18.69,0.05,LCO 1m,18.69,57984.357
268,268,GW170817,B,57984.35851900001,20.1,0.12,SSO,20.1,57984.35851900001
269,269,GW170817,V,57984.35851900001,18.79,0.05,SSO,18.79,57984.35851900001
270,270,GW170817,i,57984.361,18.07,0.13,LCO 1m,1.0859999999999985,1.3109999999942374
271,271,GW170817,r,57984.365,18.34,0.11,LCO 1m,1.1999999999999993,1.3149999999950523
272,272,GW170817,I,57984.368519,17.98,0.09,SSO,17.98,57984.368519
273,273,GW170817,R,57984.368519,18.34,0.05,SSO,18.34,57984.368519
274,274,GW170817,g,57984.36900000001,19.28,0.17,LCO 1m,2.0,0.9680000000153086
275,275,GW170817,i,57984.37936343,17.96,0.07,skymapper,0.9759999999999991,1.3293634299989208
276,276,GW170817,i,57984.39232639,18.18,0.08,skymapper,1.195999999999998,1.3423263899967424
277,277,GW170817,r,57984.45625,18.46,0.17,zadko,1.3200000000000003,1.40625
278,278,GW170817,M2,57984.60081900001,21.97,,Swift,21.97,57984.60081900001
279,279,GW170817,W1,57984.60621900001,21.79,,Swift,21.79,57984.60621900001
280,280,GW170817,W2,57984.627719,21.98,,Swift,21.98,57984.627719
281,281,GW170817,H,57984.699,17.52,0.04,IRSF,17.52,57984.699
282,282,GW170817,J,57984.699,17.69,0.04,IRSF,17.69,57984.699
283,283,GW170817,Ks,57984.699,17.61,0.04,IRSF,17.61,57984.699
284,284,GW170817,W,57984.71704400001,18.4,0.2,MASTER,18.4,57984.71704400001
285,285,GW170817,B,57984.71851900001,20.45,0.09,SAAO,20.45,57984.71851900001
286,286,GW170817,I,57984.71851900001,18.26,0.12,SAAO,18.26,57984.71851900001
287,287,GW170817,R,57984.71851900001,18.59,0.05,SAAO,18.59,57984.71851900001
288,288,GW170817,V,57984.71851900001,19.25,0.05,SAAO,19.25,57984.71851900001
289,289,GW170817,r,57984.738,18.92,0.1,LCO 1m,1.7800000000000011,1.687999999994645
290,290,GW170817,r,57984.741,18.9,0.11,LCO 1m,1.759999999999998,1.690999999998894
291,291,GW170817,i,57984.745,18.33,0.12,LCO 1m,1.3459999999999965,1.694999999999709
292,292,GW170817,i,57984.748,18.26,0.15,LCO 1m,1.2759999999999998,1.6979999999966822
293,293,GW170817,R,57984.7494167,18.0,0.3,MASTER,18.0,57984.7494167
294,294,GW170817,V,57984.751,19.06,0.07,LCO 1m,19.06,57984.751
295,295,GW170817,z,57984.751,18.25,0.3,LCO 1m,1.3960000000000008,1.7009999999936554
296,296,GW170817,B,57984.75704400001,19.5,,MASTER,19.5,57984.75704400001
297,297,GW170817,g,57984.758,19.93,0.21,LCO 1m,2.6499999999999986,1.3570000000036089
298,298,GW170817,w,57984.758,19.11,0.06,LCO 1m,19.11,57984.758
299,299,GW170817,g,57984.761,19.8,0.2,LCO 1m,2.5199999999999996,1.360000000000582
300,300,GW170817,w,57984.761,19.11,0.06,LCO 1m,19.11,57984.761
301,301,GW170817,r,57984.76111,18.8,0.07,PAN-STARRS,1.6600000000000001,1.7111099999965518
302,302,GW170817,U,57984.88311900001,20.41,,Swift,20.41,57984.88311900001
303,303,GW170817,B,57984.88501900001,19.31,,Swift,19.31,57984.88501900001
304,304,GW170817,W2,57984.889719000006,22.16,,Swift,22.16,57984.889719000006
305,305,GW170817,V,57984.895319,18.72,,Swift,18.72,57984.895319
306,306,GW170817,I,57984.96,18.354,0.105,REM,18.354,57984.96
307,307,GW170817,g,57984.96,20.314,0.282,REM,3.033999999999999,1.559000000001106
308,308,GW170817,r,57984.96,19.178,0.1,REM,2.0380000000000003,1.9099999999962165
309,309,GW170817,Ks,57984.962,17.55,0.06,Magellan,17.55,57984.962
310,310,GW170817,J,57984.9625,17.55,0.01,Magellan,17.55,57984.9625
311,311,GW170817,H,57984.96775462963,17.71,0.09,,17.71,57984.96775462963
312,312,GW170817,r,57984.968,19.1,0.11,LCO 1m,1.9600000000000009,1.9179999999978463
